age,workclass,education,marital_status,occupation,race,sex,hours_per_week,capital_gain,capital_loss,native_country,income
28,Private,Bachelors,Married-spouse-absent,Tech-support,White,Female,76,8449,1571,Mexico,>50K
27,Self-emp-inc,10th Grade,Widowed,Sales,Other,Female,92,6417,4553,Canada,>50K
84,Private,Bachelors,Never-married,Exec-managerial,Black,Female,69,8623,3638,Germany,<=50K
31,Self-emp-inc,Masters,Never-married,Sales,White,Male,86,2074,1144,Philippines,<=50K
27,State-gov,11th Grade,Never-married,Prof-specialty,Amer-Indian-Eskimo,Male,15,2538,872,Canada,<=50K
18,Local-gov,HS Graduate,Married-civ-spouse,Sales,Other,Female,53,1872,552,United-States,<=50K
22,Local-gov,Some College,Separated,Exec-managerial,Asian-Pac-Islander,Male,84,1752,2276,Canada,<=50K
37,Federal-gov,Masters,Married-spouse-absent,Tech-support,White,Male,10,1908,1473,United-States,>50K
25,State-gov,Bachelors,Divorced,Sales,White,Female,48,7218,154,Germany,<=50K
60,Federal-gov,11th Grade,Never-married,Exec-managerial,Asian-Pac-Islander,Female,86,3968,1580,Germany,<=50K
18,State-gov,Masters,Divorced,Other-service,White,Female,51,8854,1926,Germany,<=50K
74,Self-emp-inc,HS Graduate,Widowed,Other-service,Amer-Indian-Eskimo,Female,71,2302,972,United-States,<=50K
81,State-gov,Bachelors,Separated,Exec-managerial,Amer-Indian-Eskimo,Female,37,7610,3268,Mexico,>50K
45,State-gov,Masters,Separated,Sales,White,Male,40,335,3495,Philippines,>50K
54,Self-emp-inc,Bachelors,Divorced,Craft-repair,Asian-Pac-Islander,Male,70,7282,2499,Philippines,<=50K
64,Self-emp-not-inc,Doctorate,Widowed,Craft-repair,White,Female,88,3479,2601,Philippines,>50K
54,Self-emp-not-inc,10th Grade,Widowed,Sales,White,Male,98,3118,4560,Philippines,>50K
66,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Black,Female,85,2789,3595,Canada,>50K
61,Self-emp-not-inc,HS Graduate,Married-spouse-absent,Tech-support,Asian-Pac-Islander,Female,34,8558,2830,Philippines,>50K
73,Local-gov,Masters,Never-married,Craft-repair,Other,Female,2,1099,3348,Canada,<=50K
45,State-gov,Some College,Widowed,Other-service,Asian-Pac-Islander,Male,13,911,1435,Mexico,<=50K
23,Private,HS Graduate,Never-married,Tech-support,Amer-Indian-Eskimo,Male,22,5778,318,Germany,>50K
78,Self-emp-inc,Bachelors,Never-married,Other-service,Amer-Indian-Eskimo,Male,47,1149,36,Mexico,>50K
37,Federal-gov,Bachelors,Divorced,Sales,White,Female,46,9537,4102,Philippines,>50K
19,Self-emp-inc,HS Graduate,Married-spouse-absent,Tech-support,White,Male,45,7132,4735,Canada,>50K
54,State-gov,Masters,Never-married,Prof-specialty,Amer-Indian-Eskimo,Male,96,4292,3524,Philippines,>50K
37,Private,Masters,Divorced,Prof-specialty,Asian-Pac-Islander,Male,40,4975,3999,Canada,<=50K
43,Self-emp-inc,11th Grade,Separated,Prof-specialty,Amer-Indian-Eskimo,Male,10,2501,597,Germany,<=50K
46,Federal-gov,Some College,Widowed,Sales,Amer-Indian-Eskimo,Male,82,2017,329,Canada,>50K
18,Federal-gov,HS Graduate,Divorced,Craft-repair,White,Male,86,9301,3577,United-States,>50K
52,Private,HS Graduate,Married-civ-spouse,Sales,Amer-Indian-Eskimo,Female,28,2879,664,Germany,<=50K
87,Federal-gov,Bachelors,Divorced,Prof-specialty,Asian-Pac-Islander,Female,76,6598,1608,Philippines,<=50K
76,Local-gov,Doctorate,Never-married,Craft-repair,White,Female,80,89,2890,Philippines,>50K
86,Federal-gov,10th Grade,Married-civ-spouse,Craft-repair,Other,Female,38,2769,1326,Philippines,<=50K
50,Private,HS Graduate,Married-spouse-absent,Exec-managerial,Black,Female,95,7934,944,Philippines,>50K
68,Private,Bachelors,Never-married,Sales,White,Male,40,5655,2946,Mexico,<=50K
29,Self-emp-inc,Masters,Married-civ-spouse,Tech-support,White,Male,38,3850,1541,Mexico,<=50K
37,Federal-gov,11th Grade,Divorced,Prof-specialty,Amer-Indian-Eskimo,Male,11,6063,2547,Mexico,<=50K
70,Federal-gov,Bachelors,Never-married,Prof-specialty,Asian-Pac-Islander,Male,4,7858,4877,Mexico,<=50K
60,State-gov,Doctorate,Divorced,Tech-support,White,Male,71,6632,908,Germany,<=50K
67,State-gov,Masters,Widowed,Exec-managerial,Amer-Indian-Eskimo,Male,41,2383,4663,Germany,<=50K
46,Private,Doctorate,Married-spouse-absent,Sales,Other,Male,7,7873,203,Mexico,>50K
74,State-gov,Doctorate,Married-civ-spouse,Exec-managerial,White,Male,88,426,3287,Canada,<=50K
56,Self-emp-inc,HS Graduate,Separated,Craft-repair,Other,Female,77,9747,2678,Mexico,<=50K
73,Self-emp-inc,10th Grade,Married-spouse-absent,Sales,Asian-Pac-Islander,Female,17,3010,3334,United-States,<=50K
60,Local-gov,10th Grade,Separated,Tech-support,White,Female,98,5214,2337,Philippines,<=50K
67,Local-gov,HS Graduate,Divorced,Prof-specialty,White,Male,85,5218,4477,Canada,<=50K
40,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,41,6759,4219,Mexico,>50K
61,Self-emp-inc,10th Grade,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Female,34,9124,4295,Philippines,>50K
55,Self-emp-inc,Bachelors,Divorced,Craft-repair,Black,Male,9,5102,2143,Germany,>50K
40,Local-gov,Bachelors,Separated,Exec-managerial,Black,Male,20,2954,839,Canada,>50K
62,State-gov,HS Graduate,Married-spouse-absent,Exec-managerial,Amer-Indian-Eskimo,Male,82,9444,4465,Philippines,>50K
69,Local-gov,Some College,Widowed,Exec-managerial,Amer-Indian-Eskimo,Female,10,7553,4681,Canada,<=50K
67,Private,Masters,Married-spouse-absent,Prof-specialty,Other,Female,23,1863,1672,Mexico,>50K
25,Self-emp-inc,Some College,Separated,Sales,White,Male,94,5832,4379,Canada,>50K
18,Private,Masters,Never-married,Exec-managerial,Amer-Indian-Eskimo,Female,3,5924,4028,Canada,<=50K
25,Local-gov,11th Grade,Separated,Craft-repair,Other,Male,46,4212,3759,Mexico,<=50K
46,Federal-gov,Some College,Never-married,Prof-specialty,Other,Male,38,3180,3166,Philippines,>50K
22,Local-gov,10th Grade,Never-married,Prof-specialty,Asian-Pac-Islander,Female,81,5864,3212,Germany,>50K
64,Self-emp-inc,HS Graduate,Widowed,Sales,Other,Female,83,264,2823,Canada,>50K
51,Private,11th Grade,Widowed,Sales,Amer-Indian-Eskimo,Female,44,6938,4713,United-States,<=50K
82,State-gov,HS Graduate,Married-spouse-absent,Prof-specialty,Amer-Indian-Eskimo,Male,85,2779,4029,Philippines,<=50K
72,State-gov,Doctorate,Separated,Craft-repair,Black,Male,53,7156,2092,United-States,>50K
60,Self-emp-inc,Bachelors,Married-spouse-absent,Prof-specialty,Asian-Pac-Islander,Female,22,1963,4004,Germany,<=50K
47,Local-gov,Some College,Divorced,Tech-support,Black,Male,18,5555,4014,Philippines,>50K
34,Local-gov,Bachelors,Separated,Sales,White,Female,79,2539,3229,United-States,<=50K
43,Self-emp-not-inc,Masters,Widowed,Craft-repair,Black,Male,4,9944,2402,Germany,>50K
25,Local-gov,Doctorate,Married-spouse-absent,Sales,White,Male,95,2529,4336,United-States,<=50K
64,Self-emp-inc,Bachelors,Never-married,Tech-support,White,Male,54,4251,4000,Canada,>50K
89,Private,Bachelors,Never-married,Tech-support,Amer-Indian-Eskimo,Male,5,4363,2433,United-States,<=50K
63,Private,Doctorate,Divorced,Other-service,Amer-Indian-Eskimo,Male,61,1753,3944,Philippines,<=50K
85,Self-emp-not-inc,Doctorate,Separated,Sales,White,Male,26,8181,2143,Germany,>50K
50,State-gov,Bachelors,Divorced,Sales,Other,Female,57,7475,1228,Germany,>50K
18,Self-emp-inc,Doctorate,Divorced,Craft-repair,Black,Male,41,2865,3591,Philippines,<=50K
36,Local-gov,10th Grade,Separated,Craft-repair,Asian-Pac-Islander,Male,24,848,1347,Canada,<=50K
48,Federal-gov,Doctorate,Married-civ-spouse,Other-service,Other,Male,74,1702,3556,Mexico,<=50K
31,Private,11th Grade,Separated,Craft-repair,Black,Male,33,4768,3043,Canada,<=50K
70,Self-emp-inc,11th Grade,Divorced,Tech-support,White,Female,71,1001,337,Germany,>50K
65,Self-emp-not-inc,Bachelors,Married-spouse-absent,Exec-managerial,Other,Female,44,7414,3810,Germany,>50K
86,Federal-gov,Bachelors,Married-civ-spouse,Sales,Other,Male,94,7174,3719,Canada,<=50K
79,State-gov,Masters,Married-spouse-absent,Prof-specialty,Other,Female,66,281,2279,Philippines,>50K
83,Self-emp-inc,Doctorate,Divorced,Other-service,Amer-Indian-Eskimo,Male,92,825,4313,Mexico,>50K
81,Local-gov,Some College,Divorced,Prof-specialty,Amer-Indian-Eskimo,Male,24,2041,2733,Philippines,>50K
87,State-gov,11th Grade,Divorced,Sales,Other,Female,47,5420,2405,United-States,<=50K
80,Private,Masters,Married-spouse-absent,Other-service,Amer-Indian-Eskimo,Male,92,391,1333,Mexico,>50K
50,Local-gov,Bachelors,Never-married,Exec-managerial,Asian-Pac-Islander,Female,27,7354,4787,Canada,>50K
58,Self-emp-not-inc,Some College,Separated,Other-service,Amer-Indian-Eskimo,Male,95,1707,1848,Mexico,<=50K
65,Private,HS Graduate,Widowed,Other-service,Amer-Indian-Eskimo,Male,14,8166,743,Germany,>50K
30,Federal-gov,HS Graduate,Never-married,Prof-specialty,White,Male,30,5861,1375,Germany,>50K
48,Private,10th Grade,Separated,Exec-managerial,Asian-Pac-Islander,Female,32,1122,1862,Germany,<=50K
85,Local-gov,Doctorate,Never-married,Craft-repair,White,Female,34,864,934,Philippines,>50K
21,State-gov,Masters,Separated,Tech-support,Amer-Indian-Eskimo,Female,74,7920,1776,Philippines,>50K
36,Self-emp-inc,10th Grade,Married-civ-spouse,Other-service,Black,Male,47,434,1236,Germany,<=50K
87,Self-emp-inc,Some College,Married-spouse-absent,Tech-support,Other,Female,46,9310,3087,Canada,>50K
30,Self-emp-inc,Some College,Widowed,Other-service,White,Female,35,170,3453,Canada,<=50K
40,Self-emp-not-inc,Some College,Married-civ-spouse,Exec-managerial,Other,Male,37,676,3790,Canada,>50K
18,Self-emp-not-inc,HS Graduate,Married-civ-spouse,Tech-support,Asian-Pac-Islander,Male,29,6539,1899,Canada,<=50K
71,Self-emp-inc,Bachelors,Separated,Prof-specialty,Amer-Indian-Eskimo,Female,74,9446,3099,Canada,>50K
88,Federal-gov,11th Grade,Divorced,Sales,Amer-Indian-Eskimo,Female,80,4662,3105,Canada,<=50K
32,Local-gov,Masters,Married-spouse-absent,Tech-support,Amer-Indian-Eskimo,Male,57,7836,830,Philippines,>50K
82,Federal-gov,Masters,Divorced,Exec-managerial,Asian-Pac-Islander,Female,58,3345,1697,Philippines,>50K
88,Self-emp-inc,Bachelors,Divorced,Craft-repair,White,Female,11,8805,2635,Mexico,<=50K
32,Local-gov,Bachelors,Divorced,Prof-specialty,Other,Female,96,2483,3622,Mexico,<=50K
38,Self-emp-not-inc,11th Grade,Married-spouse-absent,Craft-repair,White,Male,49,4548,4487,Germany,<=50K
36,Private,11th Grade,Widowed,Tech-support,Other,Male,42,7862,4340,Canada,<=50K
77,Private,11th Grade,Married-civ-spouse,Exec-managerial,Other,Female,97,6195,2661,Germany,>50K
50,Local-gov,10th Grade,Never-married,Prof-specialty,Amer-Indian-Eskimo,Male,54,3872,1514,United-States,>50K
66,Federal-gov,10th Grade,Widowed,Craft-repair,Black,Female,49,4780,1096,United-States,<=50K
52,Local-gov,Bachelors,Married-spouse-absent,Craft-repair,Amer-Indian-Eskimo,Male,75,6494,1359,Philippines,>50K
61,Federal-gov,Some College,Separated,Craft-repair,Other,Male,36,9454,1292,Philippines,<=50K
28,State-gov,Some College,Widowed,Tech-support,Asian-Pac-Islander,Male,58,6155,4405,Germany,<=50K
89,Federal-gov,Masters,Widowed,Craft-repair,Asian-Pac-Islander,Male,1,6669,999,Mexico,<=50K
83,Private,10th Grade,Married-spouse-absent,Exec-managerial,Amer-Indian-Eskimo,Male,9,7951,2708,Canada,>50K
63,Self-emp-not-inc,Bachelors,Separated,Prof-specialty,White,Female,1,3365,3597,Philippines,>50K
26,Self-emp-inc,HS Graduate,Never-married,Exec-managerial,Other,Male,36,2346,4570,United-States,>50K
20,Self-emp-not-inc,HS Graduate,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,91,6329,2917,Philippines,<=50K
43,Self-emp-inc,10th Grade,Widowed,Sales,Other,Male,9,3077,3071,Canada,>50K
89,State-gov,11th Grade,Separated,Craft-repair,Black,Male,90,278,1301,Canada,>50K
65,Private,HS Graduate,Separated,Sales,Amer-Indian-Eskimo,Female,53,216,844,Philippines,<=50K
83,Self-emp-inc,Bachelors,Never-married,Sales,Amer-Indian-Eskimo,Female,57,8999,3743,United-States,>50K
87,State-gov,HS Graduate,Widowed,Craft-repair,Asian-Pac-Islander,Female,61,5443,4722,Philippines,<=50K
45,Federal-gov,11th Grade,Separated,Sales,Other,Male,92,6166,1283,Philippines,>50K
43,Local-gov,Doctorate,Married-spouse-absent,Craft-repair,Amer-Indian-Eskimo,Male,73,2898,4568,Germany,<=50K
42,Self-emp-inc,HS Graduate,Married-spouse-absent,Other-service,White,Female,14,1265,1393,United-States,>50K
29,Self-emp-not-inc,Masters,Never-married,Exec-managerial,Black,Female,51,8929,1680,Mexico,>50K
22,Private,11th Grade,Never-married,Other-service,Asian-Pac-Islander,Male,54,5135,182,Mexico,<=50K
65,Private,Masters,Separated,Prof-specialty,Asian-Pac-Islander,Female,29,4543,3194,Philippines,<=50K
54,State-gov,Bachelors,Separated,Tech-support,Asian-Pac-Islander,Male,61,244,3835,Germany,<=50K
61,Local-gov,Some College,Widowed,Tech-support,Black,Male,69,1672,1352,United-States,>50K
32,Federal-gov,Some College,Widowed,Sales,Black,Male,5,632,2540,Germany,<=50K
60,Federal-gov,Doctorate,Married-civ-spouse,Other-service,White,Male,90,5762,2792,Philippines,>50K
65,Private,Masters,Separated,Other-service,Amer-Indian-Eskimo,Female,13,2160,2745,Philippines,>50K
87,Federal-gov,Some College,Divorced,Craft-repair,White,Male,61,9354,815,Canada,<=50K
63,State-gov,HS Graduate,Married-spouse-absent,Sales,Amer-Indian-Eskimo,Female,48,5528,2987,Canada,<=50K
60,Local-gov,10th Grade,Divorced,Exec-managerial,Other,Male,95,4558,4463,Mexico,>50K
38,Private,HS Graduate,Married-spouse-absent,Other-service,Black,Male,98,3944,1271,Philippines,<=50K
40,Federal-gov,HS Graduate,Married-civ-spouse,Other-service,Amer-Indian-Eskimo,Female,58,357,2754,Canada,<=50K
64,Self-emp-inc,Bachelors,Separated,Craft-repair,Amer-Indian-Eskimo,Male,34,2021,1083,Canada,>50K
32,Self-emp-inc,Doctorate,Never-married,Craft-repair,Asian-Pac-Islander,Male,83,9708,1529,Canada,>50K
42,State-gov,10th Grade,Married-spouse-absent,Exec-managerial,Amer-Indian-Eskimo,Male,87,1383,2008,Philippines,>50K
53,Federal-gov,Some College,Divorced,Sales,Amer-Indian-Eskimo,Female,23,6592,4567,Canada,<=50K
68,Self-emp-inc,10th Grade,Widowed,Craft-repair,Black,Female,2,1095,664,Canada,>50K
32,Local-gov,HS Graduate,Divorced,Tech-support,Other,Female,36,7194,4551,Canada,>50K
85,Self-emp-not-inc,Doctorate,Separated,Other-service,White,Male,3,1246,1145,Germany,<=50K
38,Local-gov,11th Grade,Married-spouse-absent,Tech-support,Asian-Pac-Islander,Female,41,9499,4403,Germany,>50K
30,State-gov,Doctorate,Divorced,Tech-support,Other,Male,83,1986,4899,United-States,<=50K
36,Local-gov,Doctorate,Married-civ-spouse,Other-service,Black,Male,94,7807,598,Germany,>50K
51,Federal-gov,Some College,Widowed,Other-service,Amer-Indian-Eskimo,Male,41,7102,596,United-States,>50K
85,Local-gov,Some College,Married-civ-spouse,Craft-repair,White,Female,39,8743,1145,Canada,>50K
69,Federal-gov,Doctorate,Never-married,Sales,Black,Male,73,2730,4051,Philippines,<=50K
44,Private,Masters,Never-married,Other-service,Amer-Indian-Eskimo,Female,40,2050,4922,Germany,>50K
46,Federal-gov,11th Grade,Never-married,Sales,White,Male,32,66,2233,Mexico,<=50K
45,State-gov,Some College,Never-married,Other-service,Other,Male,40,3670,935,Germany,>50K
52,Federal-gov,Some College,Separated,Prof-specialty,Amer-Indian-Eskimo,Male,18,6019,4400,United-States,<=50K
25,Private,Bachelors,Separated,Tech-support,Other,Female,24,5787,2437,United-States,>50K
33,Self-emp-not-inc,10th Grade,Separated,Tech-support,Amer-Indian-Eskimo,Male,18,1639,4370,Canada,>50K
53,State-gov,HS Graduate,Married-civ-spouse,Exec-managerial,Black,Male,4,5762,1800,Canada,<=50K
47,Private,Masters,Married-civ-spouse,Craft-repair,Other,Male,6,5755,2239,Germany,<=50K
35,Federal-gov,11th Grade,Divorced,Craft-repair,Other,Female,50,7830,2569,Philippines,<=50K
19,State-gov,Doctorate,Widowed,Other-service,Other,Female,26,5927,47,Canada,>50K
66,Self-emp-inc,HS Graduate,Married-civ-spouse,Other-service,Amer-Indian-Eskimo,Female,73,1688,2973,Canada,<=50K
21,Federal-gov,Some College,Divorced,Craft-repair,White,Male,54,5531,3339,Mexico,<=50K
24,Private,HS Graduate,Never-married,Exec-managerial,Black,Male,57,4426,525,Germany,<=50K
56,Federal-gov,Masters,Never-married,Other-service,Amer-Indian-Eskimo,Female,1,4482,2353,Canada,>50K
30,Private,Masters,Married-civ-spouse,Sales,Amer-Indian-Eskimo,Male,87,1428,24,Mexico,>50K
48,Local-gov,Some College,Separated,Other-service,Black,Female,73,3534,306,United-States,<=50K
88,Self-emp-not-inc,Some College,Divorced,Sales,White,Male,92,7395,2531,Germany,>50K
80,Self-emp-not-inc,10th Grade,Married-spouse-absent,Sales,White,Female,14,7465,4037,Philippines,<=50K
73,State-gov,Bachelors,Widowed,Tech-support,Black,Female,22,7086,3382,Philippines,<=50K
59,Private,11th Grade,Divorced,Prof-specialty,Other,Female,69,4060,67,Mexico,<=50K
78,Self-emp-not-inc,HS Graduate,Separated,Prof-specialty,White,Male,79,9918,2779,Philippines,>50K
59,Self-emp-inc,HS Graduate,Married-spouse-absent,Prof-specialty,White,Male,15,7160,1963,United-States,>50K
73,State-gov,11th Grade,Separated,Tech-support,Black,Female,35,8400,3978,Mexico,<=50K
53,Self-emp-inc,11th Grade,Married-civ-spouse,Exec-managerial,Amer-Indian-Eskimo,Male,31,9504,653,United-States,<=50K
85,Self-emp-not-inc,Some College,Separated,Prof-specialty,Other,Female,89,8022,3379,Philippines,<=50K
24,Private,Doctorate,Separated,Tech-support,Amer-Indian-Eskimo,Female,74,4228,1355,Germany,<=50K
71,State-gov,Doctorate,Widowed,Sales,White,Male,38,3539,2106,Canada,<=50K
18,Self-emp-inc,Masters,Separated,Exec-managerial,White,Female,51,97,3787,United-States,>50K
61,Self-emp-not-inc,HS Graduate,Married-spouse-absent,Tech-support,Asian-Pac-Islander,Male,35,3153,2419,Canada,<=50K
62,Federal-gov,Bachelors,Never-married,Tech-support,Amer-Indian-Eskimo,Female,58,8827,532,United-States,>50K
64,Self-emp-inc,10th Grade,Separated,Prof-specialty,Black,Female,54,1338,3164,Germany,<=50K
30,Local-gov,HS Graduate,Never-married,Sales,Amer-Indian-Eskimo,Female,6,1024,2747,Germany,>50K
39,State-gov,Some College,Widowed,Other-service,Black,Female,46,4882,1691,Germany,<=50K
38,Self-emp-inc,10th Grade,Married-spouse-absent,Prof-specialty,White,Male,81,6602,2224,Canada,>50K
26,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,63,9232,4976,Philippines,<=50K
43,Self-emp-not-inc,11th Grade,Never-married,Tech-support,Other,Female,72,7208,3048,Philippines,>50K
26,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Amer-Indian-Eskimo,Male,37,3414,1543,Germany,<=50K
32,State-gov,10th Grade,Married-spouse-absent,Tech-support,White,Female,62,7681,410,Germany,>50K
27,Self-emp-not-inc,Doctorate,Married-spouse-absent,Other-service,Other,Male,31,5268,428,Mexico,<=50K
59,Private,Bachelors,Married-spouse-absent,Craft-repair,White,Male,71,6180,4732,United-States,<=50K
89,State-gov,Masters,Married-spouse-absent,Exec-managerial,Other,Female,54,6284,2644,Philippines,>50K
41,Private,Doctorate,Married-civ-spouse,Exec-managerial,Amer-Indian-Eskimo,Female,64,9625,3572,Germany,<=50K
66,State-gov,Masters,Never-married,Sales,Black,Male,34,4054,1841,Philippines,<=50K
43,Federal-gov,Masters,Divorced,Prof-specialty,Other,Male,17,6090,3631,United-States,<=50K
54,Federal-gov,Some College,Separated,Sales,White,Female,62,1797,1779,United-States,<=50K
85,Self-emp-inc,Bachelors,Widowed,Tech-support,Asian-Pac-Islander,Male,64,1839,4227,Mexico,<=50K
67,Self-emp-not-inc,Masters,Married-spouse-absent,Exec-managerial,Asian-Pac-Islander,Male,70,8373,3292,Germany,>50K
41,Federal-gov,HS Graduate,Married-civ-spouse,Prof-specialty,Amer-Indian-Eskimo,Male,13,190,4116,Canada,>50K
36,Self-emp-not-inc,11th Grade,Divorced,Tech-support,Black,Female,78,377,1543,Philippines,<=50K
77,Self-emp-inc,Bachelors,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Female,22,4868,3688,United-States,>50K
56,Private,10th Grade,Divorced,Prof-specialty,Asian-Pac-Islander,Female,90,6870,513,Germany,>50K
35,Federal-gov,11th Grade,Widowed,Exec-managerial,Other,Male,72,6757,3647,United-States,<=50K
36,Local-gov,Doctorate,Divorced,Craft-repair,Black,Male,60,6561,3234,Mexico,>50K
53,Local-gov,Bachelors,Widowed,Tech-support,Asian-Pac-Islander,Female,76,4483,2695,United-States,>50K
72,Local-gov,10th Grade,Separated,Prof-specialty,Black,Male,11,3913,4436,Germany,>50K
86,Local-gov,10th Grade,Married-spouse-absent,Other-service,Other,Female,73,639,2108,Philippines,<=50K
64,Local-gov,Bachelors,Married-spouse-absent,Craft-repair,Black,Female,53,250,1112,Germany,<=50K
66,Local-gov,11th Grade,Married-spouse-absent,Prof-specialty,Other,Female,51,6049,4607,Canada,<=50K
50,Local-gov,HS Graduate,Divorced,Other-service,Amer-Indian-Eskimo,Female,51,4967,1740,United-States,>50K
